Match_Id,Over_No,Ball_No,Player_Out,Bowler,Dismissal_Type,Fielder,Innings_No
1304109,8,5,351,391,caught,394,1
1304109,11,2,498,545,caught and bowled,,1
1304109,13,4,499,579,caught,413,1
1304109,17,1,501,579,caught,409,1
1304109,17,5,376,579,run out,354,1
1304109,2,1,355,458,caught,376,2
1304109,2,2,545,458,lbw,,2
1304109,5,3,354,573,caught,498,2
1304109,13,1,413,201,caught,501,2
1304109,15,7,394,382,stumped,351,2
1304109,16,5,391,502,caught,351,2
1304109,16,7,511,502,bowled,,2
1304109,19,2,409,573,caught,501,2
1304108,2,1,531,347,caught,62,1
1304108,8,5,532,644,caught,489,1
1304108,15,6,530,489,caught,271,1
1304108,16,3,547,570,caught,62,1
1304108,19,3,20,347,caught,576,1
1304108,7,1,503,646,lbw,,2
1304108,11,2,271,532,caught,547,2
1304108,13,1,400,646,caught,547,2
1304107,1,6,536,549,bowled,,1
1304107,7,3,431,517,caught,548,1
1304107,7,6,85,517,caught,548,1
1304107,9,6,393,517,caught,488,1
1304107,11,4,538,493,lbw,,1
1304107,18,7,421,299,caught,396,1
1304107,5,2,396,334,bowled,,2
1304107,8,2,488,377,caught and bowled,,2
1304107,11,5,513,580,caught,421,2
1304107,12,3,515,315,caught and bowled,,2
1304107,14,4,514,232,bowled,,2
1304107,17,1,497,334,caught,536,2
1304107,17,5,549,334,caught,421,2
1304107,18,1,548,377,caught,393,2
1304106,4,6,42,305,bowled,,1
1304106,6,4,542,507,caught,311,1
1304106,9,1,518,506,caught,486,1
1304106,14,6,260,311,caught,507,1
1304106,16,2,521,507,bowled,,1
1304106,17,3,543,311,caught,88,1
1304106,19,3,520,311,caught,88,1
1304106,19,5,356,311,caught,305,1
1304106,19,7,490,311,run out,305,1
1304106,3,2,8,482,caught,490,2
1304106,4,2,303,356,caught,521,2
1304106,4,5,505,356,caught,42,2
1304106,10,8,504,490,caught,42,2
1304106,11,2,305,543,caught,544,2
1304106,14,5,88,544,caught,542,2
1304106,15,4,506,482,caught,542,2
1304106,16,5,507,490,caught,543,2
1304106,18,1,311,482,caught,260,2
1304105,0,2,531,529,lbw,,1
1304105,0,5,532,529,caught,552,1
1304105,1,4,46,375,lbw,,1
1304105,4,1,530,529,caught,410,1
1304105,5,4,208,557,caught,410,1
1304105,7,3,547,557,caught,410,1
1304105,12,2,71,556,caught,526,1
1304105,12,5,534,556,lbw,,1
1304105,13,3,550,528,caught,57,1
1304105,15,6,551,557,run out,410,1
1304105,0,5,410,551,caught,20,2
1304105,3,4,57,534,caught,20,2
1304105,4,4,529,551,lbw,,2
1304105,4,6,539,551,lbw,,2
1304105,12,4,552,532,bowled,,2
1304104,2,6,407,597,caught,406,1
1304104,8,1,498,253,caught,541,1
1304104,14,1,201,253,caught,187,1
1304104,16,1,351,559,caught,406,1
1304104,17,4,501,597,caught,524,1
1304104,18,1,499,559,caught,605,1
1304104,0,2,554,458,caught,351,2
1304104,17,1,253,382,caught,585,2
1304103,2,4,62,546,caught,474,1
1304103,4,2,271,474,caught,355,1
1304103,9,1,400,474,caught,355,1
1304103,15,7,320,391,caught,545,1
1304103,3,3,355,576,caught,644,2
1304103,4,6,354,347,caught,62,2
1304103,5,5,555,576,caught,320,2
1304103,7,3,413,489,stumped,62,2
1304103,10,5,545,644,stumped,62,2
1304103,11,3,409,489,run out,62,2
1304103,11,7,391,489,lbw,,2
1304103,12,6,546,644,caught,489,2
1304103,13,1,394,489,caught,347,2
1304103,13,5,474,489,caught,62,2
1304102,5,4,536,556,caught,529,1
1304102,10,2,85,556,bowled,,1
1304102,13,1,393,418,caught,410,1
1304102,14,2,334,375,caught,221,1
1304102,14,5,431,375,caught,410,1
1304102,17,1,491,375,caught,529,1
1304102,17,3,405,375,caught,526,1
1304102,17,4,315,375,caught and bowled,,1
1304102,18,7,377,529,caught,221,1
1304102,0,6,57,377,caught,491,2
1304102,4,6,526,334,caught,431,2
1304102,10,3,528,334,caught,431,2
1304102,12,2,527,580,caught,85,2
1304102,14,1,410,405,caught,538,2
1304102,14,4,529,405,caught,491,2
1304102,14,6,418,405,caught,580,2
1304102,16,7,556,405,run out,85,2
1304102,17,2,221,334,run out,393,2
1304102,17,3,375,334,run out,538,2
1304101,10,6,530,559,caught,374,1
1304101,16,3,531,560,caught,420,1
1304101,17,1,547,253,caught,187,1
1304101,18,2,208,560,caught,374,1
1304101,19,2,532,559,caught,187,1
1304101,19,3,46,559,caught,605,1
1304101,1,5,554,534,caught,532,2
1304101,4,2,187,550,lbw,,2
1304101,7,3,253,532,caught,530,2
1304101,9,1,420,532,bowled,,2
1304101,9,4,558,532,caught,531,2
1304101,10,1,374,551,bowled,,2
1304101,10,5,524,551,caught,20,2
1304101,15,2,462,534,caught,46,2
1304101,17,3,406,71,caught,20,2
1304101,17,4,560,71,bowled,,2
1304100,0,1,8,398,caught,396,1
1304100,12,2,504,398,caught,488,1
1304100,18,3,305,561,caught,514,1
1304100,0,1,396,305,run out,506,2
1304100,0,5,513,305,bowled,,2
1304100,8,2,514,507,caught,8,2
1304100,12,1,515,507,caught,506,2
1304100,14,2,398,507,stumped,88,2
1304100,15,4,488,508,caught,505,2
1304100,15,5,561,508,caught,504,2
1304100,16,3,548,507,caught,305,2
1304100,16,4,517,507,lbw,,2
1304100,19,3,299,311,caught,303,2
1304099,0,5,354,377,run out,393,1
1304099,7,2,355,315,caught,565,1
1304099,12,4,394,334,caught,393,1
1304099,14,5,413,334,caught,254,1
1304099,18,4,409,565,caught,393,1
1304099,19,4,391,377,caught,538,1
1304099,19,6,511,377,run out,563,1
1304099,0,6,563,546,caught,545,2
1304099,3,4,393,511,caught,545,2
1304099,5,4,254,391,caught,355,2
1304099,6,5,431,474,bowled,,2
1304099,11,1,538,579,caught,413,2
1304099,12,2,334,474,caught,391,2
1304099,12,4,564,474,caught,355,2
1304099,14,1,315,391,caught,413,2
1304099,14,2,377,391,caught,474,2
1304099,14,3,566,391,run out,545,2
1304098,5,2,42,201,caught,407,1
1304098,10,2,542,382,bowled,,1
1304098,14,3,260,382,caught,407,1
1304098,14,5,518,382,lbw,,1
1304098,18,6,520,573,bowled,,1
1304098,3,6,407,482,caught,542,2
1304098,8,1,351,356,caught,42,2
1304098,14,2,498,544,caught,520,2
1304098,18,5,499,544,caught,260,2
1304097,7,3,57,489,lbw,,1
1304097,10,3,308,116,caught,489,1
1304097,11,6,410,570,caught,489,1
1304097,14,5,221,489,bowled,,1
1304097,18,3,526,483,run out,400,1
1304097,18,7,529,483,caught,489,1
1304097,12,1,503,418,caught,221,2
1304097,12,6,62,418,caught,529,2
1304097,15,6,567,221,hit wicket,,2
1304097,17,4,400,557,run out,410,2
1304097,19,3,390,529,run out,410,2
1304096,0,5,236,299,caught,515,1
1304096,4,2,253,397,caught and bowled,,1
1304096,8,6,420,388,bowled,,1
1304096,1,3,513,560,caught,462,2
1304096,4,2,396,559,caught,420,2
1304096,6,6,488,253,caught,406,2
1304096,12,5,514,560,caught,462,2
1304096,14,6,548,406,caught,559,2
1304096,16,4,397,560,caught,558,2
1304096,17,5,515,406,caught,524,2
1304096,19,1,561,462,bowled,,2
1304095,7,2,303,532,caught,35,1
1304095,8,6,305,35,run out,46,1
1304095,9,6,8,532,bowled,,1
1304095,15,1,504,568,caught,551,1
1304095,18,1,505,550,caught,530,1
1304095,18,2,507,550,caught,530,1
1304095,18,6,506,550,bowled,,1
1304095,19,5,311,568,run out,531,1
1304095,6,4,530,506,caught,574,2
1304095,7,2,46,305,caught,574,2
1304095,9,4,208,305,bowled,,2
1304095,14,1,531,507,caught,506,2
1304095,15,6,35,311,caught,8,2
1304095,17,2,532,311,caught,486,2
1304095,18,1,20,508,caught,504,2
1304095,19,2,568,311,caught,8,2
1304094,2,1,503,367,run out,356,1
1304094,3,5,62,482,caught,260,1
1304094,6,3,400,356,caught,521,1
1304094,11,2,320,520,caught,482,1
1304094,16,4,390,482,caught,367,1
1304094,16,5,489,482,caught,521,1
1304094,17,4,116,544,bowled,,1
1304094,18,2,483,482,caught,520,1
1304094,2,2,518,347,caught,116,2
1304094,11,6,542,483,lbw,,2
1304093,2,1,499,232,caught and bowled,,1
1304093,8,4,407,377,caught,565,1
1304093,13,1,339,564,caught,538,1
1304093,16,6,501,377,caught,564,1
1304093,17,1,351,565,caught,538,1
1304093,3,2,254,585,bowled,,2
1304093,5,4,563,573,caught,201,2
1304093,12,5,393,458,caught,351,2
1304092,17,5,530,493,caught,299,1
1304092,19,2,20,493,caught,517,1
1304092,5,5,513,551,caught,568,2
1304092,5,6,488,551,caught,534,2
1304092,9,5,514,535,caught,35,2
1304092,14,2,396,568,lbw,,2
1304092,17,4,548,551,caught,20,2
1304092,17,6,497,551,bowled,,2
1304091,4,2,355,406,caught,541,1
1304091,14,3,394,406,caught and bowled,,1
1304091,18,5,354,406,caught,541,1
1304091,1,2,523,511,caught,587,2
1304091,2,6,187,546,caught,545,2
1304091,7,1,253,587,caught,355,2
1304091,8,5,541,579,bowled,,2
1304091,12,7,420,546,bowled,,2
1304091,16,1,524,546,caught,413,2
1304091,16,4,406,546,caught,413,2
1304090,4,2,499,552,caught,221,1
1304090,7,2,351,556,caught,527,1
1304090,14,1,571,529,caught,57,1
1304090,15,6,407,552,caught,308,1
1304090,17,1,501,557,caught,529,1
1304090,19,1,201,557,caught,410,1
1304090,2,3,57,201,caught,571,2
1304090,5,4,410,458,caught,351,2
1304090,14,6,308,382,caught,501,2
1304090,15,2,526,573,caught,501,2
1304090,19,1,221,585,caught,571,2
1304089,1,5,303,116,caught,62,1
1304089,14,1,504,116,caught,503,1
1304089,16,4,8,347,bowled,,1
1304089,17,3,88,489,caught,347,1
1304089,18,3,305,483,caught,489,1
1304089,19,7,505,570,caught,320,1
1304089,7,3,62,507,caught,504,2
1304089,8,6,503,506,lbw,,2
1304089,10,2,400,506,caught,505,2
1304089,12,5,567,507,caught,575,2
1304088,2,5,354,482,caught,521,1
1304088,12,5,355,367,caught,521,1
1304088,13,3,394,544,run out,518,1
1304088,14,1,413,482,caught,42,1
1304088,14,5,545,482,caught,520,1
1304088,15,3,409,490,caught and bowled,,1
1304088,17,4,391,490,caught,367,1
1304088,18,3,511,482,caught,490,1
1304088,4,4,260,511,caught,354,2
1304088,6,3,42,579,bowled,,2
1304088,7,7,542,413,caught,354,2
1304088,12,1,520,546,caught,355,2
1304088,13,2,521,413,lbw,,2
1304088,15,2,518,511,caught,413,2
1304088,17,2,482,546,caught,545,2
1304088,17,7,490,546,caught,545,2
1304087,1,3,254,597,bowled,,1
1304087,4,3,536,374,caught,597,1
1304087,7,2,563,462,caught,524,1
1304087,7,3,315,462,lbw,,1
1304087,13,1,393,462,caught,420,1
1304087,13,4,334,462,stumped,420,1
1304087,19,2,538,460,caught,524,1
1304087,19,4,431,460,caught,597,1
1304087,19,5,377,460,bowled,,1
1304087,0,1,523,232,caught and bowled,,2
1304087,1,3,253,566,caught,536,2
1304087,9,3,187,232,caught,315,2
1304087,10,6,541,315,lbw,,2
1304087,11,1,420,232,caught,563,2
1304087,14,6,374,334,run out,536,2
1304086,2,5,396,347,bowled,,1
1304086,4,6,488,347,lbw,,1
1304086,15,1,513,570,bowled,,1
1304086,16,3,515,347,caught,503,1
1304086,17,6,514,576,caught,320,1
1304086,18,2,497,570,run out,570,1
1304086,7,4,503,517,bowled,,2
1304086,9,2,400,517,caught,549,2
1304086,13,2,62,517,bowled,,2
1304086,15,5,320,517,bowled,,2
1304086,15,7,572,517,bowled,,2
1304085,1,4,499,486,lbw,,1
1304085,3,6,201,486,caught and bowled,,1
1304085,4,1,407,508,caught,486,1
1304085,9,3,351,507,bowled,,1
1304085,14,2,571,508,caught,305,1
1304085,15,3,500,507,caught,574,1
1304085,17,1,458,311,caught,8,1
1304085,18,4,573,508,run out,574,1
1304085,1,5,8,573,caught,501,2
1304085,6,2,303,585,caught,407,2
1304085,6,3,305,585,caught,499,2
1304085,9,6,504,201,bowled,,2
1304085,11,4,574,201,caught,501,2
1304085,12,4,88,382,run out,573,2
1304085,15,5,506,201,caught,501,2
1304085,16,4,507,585,caught and bowled,,2
1304085,17,4,486,573,caught,585,2
1304085,19,3,311,585,caught,501,2
1304084,5,5,260,550,caught,547,1
1304084,17,3,542,71,caught,547,1
1304084,19,1,520,71,caught,551,1
1304084,19,6,518,71,run out,535,1
1304084,1,5,46,367,caught,356,2
1304084,5,3,535,544,bowled,,2
1304084,6,6,547,356,bowled,,2
1304084,12,3,530,482,caught,260,2
1304084,17,5,208,482,bowled,,2
1304084,19,4,20,356,caught,518,2
1304083,3,6,355,375,caught,57,1
1304083,11,5,96,221,caught,557,1
1304083,12,9,409,529,caught,526,1
1304083,13,1,413,221,caught,552,1
1304083,15,3,394,557,caught,525,1
1304083,19,4,545,557,caught,221,1
1304083,7,1,410,579,caught,391,2
1304083,8,3,525,546,caught,511,2
1304083,9,4,57,413,caught,587,2
1304083,11,2,308,545,caught,354,2
1304083,17,6,526,391,caught,579,2
1304083,19,2,221,413,caught,394,2
1304083,19,4,346,413,run out,413,2
1304083,19,5,529,413,caught,579,2
1304082,1,2,303,549,bowled,,1
1304082,1,3,8,549,caught,514,1
1304082,1,8,575,549,caught,514,1
1304082,4,2,305,493,caught,396,1
1304082,8,2,574,398,stumped,515,1
1304082,8,5,88,398,caught,515,1
1304082,9,2,506,517,caught,515,1
1304082,12,1,311,493,bowled,,1
1304082,15,2,507,493,bowled,,1
1304082,16,1,486,299,caught,396,1
1304082,7,2,513,311,caught,575,2
1304081,1,1,503,377,caught,421,1
1304081,10,3,62,232,caught,536,1
1304081,16,2,320,565,caught,232,1
1304081,17,2,400,377,caught,538,1
1304081,17,5,489,377,caught,232,1
1304081,19,1,572,334,caught,538,1
1304081,19,2,483,334,caught,538,1
1304081,19,5,390,334,caught,538,1
1304081,19,6,576,334,caught and bowled,,1
1304081,0,5,421,347,caught,62,2
1304081,2,2,315,347,caught,483,2
1304081,4,2,431,483,caught,62,2
1304081,6,1,393,576,caught,62,2
1304081,12,1,538,576,caught,62,2
1304081,13,2,536,489,caught,572,2
1304081,15,2,565,489,bowled,,2
1304081,19,2,334,570,caught,483,2
1304080,15,1,499,560,lbw,,1
1304080,18,6,407,460,caught,187,1
1304080,4,3,187,573,caught,351,2
1304080,5,1,402,201,caught,573,2
1304080,9,6,523,201,caught,458,2
1304080,11,4,420,573,caught,499,2
1304080,12,6,374,382,bowled,,2
1304080,15,3,406,458,run out,351,2
1304080,18,3,541,573,caught,351,2
1304080,19,6,524,502,caught,351,2
1304079,0,2,57,551,caught,535,1
1304079,0,6,410,551,bowled,,1
1304079,2,6,525,551,caught,20,1
1304079,7,3,308,535,caught,551,1
1304079,13,3,552,71,caught,46,1
1304079,16,2,221,550,caught,547,1
1304079,17,2,529,71,lbw,,1
1304079,0,1,530,529,caught,526,2
1304079,2,3,535,529,caught,346,2
1304079,8,7,46,346,caught,525,2
1304079,12,5,547,529,caught,410,2
1304079,14,5,208,529,caught,221,2
1304079,15,6,35,557,caught,526,2
1304079,19,1,568,346,lbw,,2
1304078,3,4,42,541,caught,420,1
1304078,4,3,260,460,bowled,,1
1304078,5,3,520,374,stumped,420,1
1304078,6,4,518,560,caught,460,1
1304078,12,1,521,374,lbw,,1
1304078,13,4,482,462,bowled,,1
1304078,13,6,577,462,bowled,,1
1304078,14,3,519,560,caught,420,1
1304078,17,4,490,541,caught,524,1
1304078,19,6,544,460,run out,420,1
1304078,6,3,523,490,caught,577,2
1304077,0,6,575,511,caught,354,1
1304077,0,7,8,511,caught,394,1
1304077,5,2,305,413,caught,391,1
1304077,7,2,574,391,caught,413,1
1304077,15,3,506,391,run out,354,1
1304077,19,5,303,391,caught,409,1
1304077,2,5,355,508,caught,305,2
1304077,4,6,96,508,caught,311,2
1304077,7,7,354,311,caught,88,2
1304077,12,3,394,486,caught,574,2
1304077,13,4,413,305,caught,506,2
1304077,16,4,545,508,caught,88,2
1304077,18,2,409,508,bowled,,2
1304077,19,5,391,311,caught,486,2
1304076,9,4,499,315,bowled,,1
1304076,15,2,351,334,caught,565,1
1304076,16,5,407,405,caught,580,1
1304076,17,1,501,315,caught,565,1
1304076,18,5,339,565,caught,405,1
1304076,0,1,315,458,run out,500,2
1304076,8,9,254,573,caught,339,2
1304076,12,6,431,382,caught,407,2
1304076,13,4,334,201,bowled,,2
1304076,16,1,536,382,stumped,351,2
1304076,16,5,393,382,lbw,,2
1304076,16,6,565,382,caught,501,2
1304076,16,7,405,382,caught,351,2
1304076,19,2,491,502,caught,573,2
1304076,19,4,232,502,bowled,,2
1304075,2,2,46,347,lbw,,1
1304075,5,3,532,570,bowled,,1
1304075,14,3,208,570,caught,455,1
1304075,16,2,530,576,caught,572,1
1304075,19,6,547,483,run out,320,1
1304075,0,6,503,551,caught,46,2
1304075,1,3,455,550,caught,20,2
1304075,3,5,572,550,caught,532,2
1304075,7,6,62,35,caught,530,2
1304075,12,4,390,71,caught,35,2
1304075,18,5,489,71,caught,532,2
1304075,18,6,570,71,caught,434,2
1304074,2,4,42,299,caught,549,1
1304074,4,5,581,493,caught,515,1
1304074,6,2,518,398,lbw,,1
1304074,7,6,521,517,caught and bowled,,1
1304074,16,1,519,299,caught,396,1
1304074,18,6,520,299,caught,396,1
1304074,19,2,582,517,caught and bowled,,1
1304074,19,4,490,517,bowled,,1
1304074,19,5,578,517,bowled,,1
1304074,19,6,544,517,run out,515,1
1304074,3,1,396,482,caught,42,2
1304074,8,2,488,490,caught,519,2
1304074,10,3,513,490,caught,519,2
1304073,1,1,575,406,lbw,,1
1304073,2,3,303,560,caught,374,1
1304073,6,2,8,406,run out,541,1
1304073,9,3,574,374,caught,462,1
1304073,11,2,305,462,caught,541,1
1304073,4,4,523,486,caught,575,2
1304073,11,3,187,507,lbw,,2
1304073,13,6,253,507,run out,507,2
1304073,14,1,524,508,caught,88,2
1304073,14,7,541,508,caught,574,2
1304073,16,3,420,486,caught,8,2
1304073,18,1,406,508,caught,88,2
1304072,5,3,355,583,lbw,,1
1304072,13,2,96,418,bowled,,1
1304072,16,1,409,346,caught,57,1
1304072,19,4,394,346,caught,410,1
1304072,2,5,57,474,caught,355,2
1304072,5,5,525,474,caught,394,2
1304072,6,2,410,409,bowled,,2
1304072,14,2,526,391,bowled,,2
1304072,15,3,308,579,caught,587,2
1304072,17,4,583,474,caught,511,2
1304072,19,1,346,511,run out,355,2
1304072,19,3,418,511,run out,355,2
1304072,19,5,221,511,caught,409,2
1304071,1,3,254,549,caught,515,1
1304071,4,1,536,493,bowled,,1
1304071,4,3,315,493,caught,548,1
1304071,9,6,393,517,bowled,,1
1304071,12,6,491,517,caught,493,1
1304071,17,2,431,493,caught,515,1
1304071,18,3,405,299,caught,549,1
1304071,19,1,584,398,bowled,,1
1304071,1,4,513,405,bowled,,2
1304071,5,2,396,334,bowled,,2
1304071,14,2,488,334,caught,536,2
1304070,1,2,271,573,run out,553,1
1304070,2,5,455,585,caught,351,1
1304070,6,4,503,501,caught,500,1
1304070,15,6,572,382,caught,201,1
1304070,1,6,499,576,caught,503,2
1304070,5,1,201,483,caught,320,2
1304070,5,6,407,483,bowled,,2
1304070,7,3,351,483,run out,400,2
1304070,10,3,553,576,caught,271,2
1304070,12,5,500,347,caught,390,2
1304070,15,6,501,483,caught,503,2
1304070,17,2,376,400,caught and bowled,,2
1304070,19,3,382,576,caught,455,2
1304069,9,3,260,418,caught,308,1
1304069,13,5,518,346,bowled,,1
1304069,14,3,520,375,bowled,,1
1304069,16,6,42,477,caught,221,1
1304069,19,6,519,477,bowled,,1
1304069,3,4,57,482,caught,578,2
1304069,4,2,410,578,caught,521,2
1304069,10,6,525,582,caught,544,2
1304069,12,6,526,544,run out,260,2
1304069,16,2,221,578,run out,521,2
1304069,18,4,308,482,caught,582,2
1304069,19,3,346,582,caught,260,2
1304069,19,5,375,582,caught,42,2
1304069,19,7,495,582,caught,260,2
1304068,3,4,530,508,lbw,,1
1304068,6,4,532,305,run out,574,1
1304068,18,5,46,507,caught,8,1
1304068,18,6,35,507,caught,575,1
1304068,2,5,303,550,caught,434,2
1304068,4,1,8,551,caught,547,2
1304068,5,6,575,550,lbw,,2
1304068,6,5,305,35,bowled,,2
1304068,12,2,574,550,bowled,,2
1304068,14,3,506,550,bowled,,2
1304068,15,2,507,35,caught,434,2
1304068,15,4,586,35,caught,208,2
1304068,17,4,88,71,caught,35,2
1304067,2,2,503,299,caught,488,1
1304067,5,4,567,493,caught,396,1
1304067,7,6,271,517,lbw,,1
1304067,13,3,320,549,caught,513,1
1304067,18,6,572,299,caught,488,1
1304067,19,4,390,493,run out,515,1
1304067,19,6,489,493,bowled,,1
1304067,8,5,513,489,caught,567,2
1304067,13,1,488,390,retired hurt,,2
1304067,16,1,396,400,caught,390,2
1304066,5,1,407,474,bowled,,1
1304066,8,3,351,391,lbw,,1
1304066,9,1,499,587,caught,391,1
1304066,9,5,553,587,bowled,,1
1304066,18,2,201,474,retired out,,1
1304066,19,5,501,391,caught,587,1
1304066,0,1,354,458,bowled,,2
1304066,0,3,587,458,lbw,,2
1304066,3,3,391,573,caught,201,2
1304066,9,1,394,585,bowled,,2
1304066,11,6,545,382,caught,501,2
1304066,15,3,355,382,caught,501,2
1304066,15,5,413,382,bowled,,2
1304066,17,7,511,382,lbw,,2
1304065,8,4,523,580,bowled,,1
1304065,12,5,420,334,caught,232,1
1304065,13,5,541,315,lbw,,1
1304065,15,1,524,315,caught,538,1
1304065,16,5,187,232,caught,85,1
1304065,2,3,536,560,caught,374,2
1304065,4,4,85,560,caught,406,2
1304065,11,4,431,541,caught,523,2
1304065,12,5,393,462,stumped,420,2
1304065,14,4,421,560,caught,541,2
1304065,15,4,405,462,lbw,,2
1304065,15,6,315,462,caught,524,2
1304065,15,7,232,462,caught and bowled,,2
1304065,19,2,334,406,caught,402,2
1304065,19,4,588,406,caught,524,2
1304064,6,2,57,311,caught and bowled,,1
1304064,8,3,525,507,lbw,,1
1304064,9,2,410,586,caught,486,1
1304064,9,5,526,586,run out,305,1
1304064,10,1,221,507,lbw,,1
1304064,13,2,528,311,caught,88,1
1304064,8,1,303,346,caught,308,2
1304064,16,5,575,346,run out,528,2
1304064,18,1,8,525,lbw,,2
1304063,3,1,46,497,caught,514,1
1304063,5,1,530,493,bowled,,1
1304063,13,3,208,497,caught,514,1
1304063,14,5,532,514,caught,488,1
1304063,15,3,547,493,caught,517,1
1304063,17,3,20,549,caught,517,1
1304063,19,6,35,299,caught,396,1
1304063,12,1,396,551,caught,532,2
1304063,17,2,513,71,caught,434,2
1304062,1,6,260,400,caught,489,1
1304062,4,5,518,483,caught,390,1
1304062,10,1,42,489,caught,271,1
1304062,13,1,521,640,caught,503,1
1304062,13,2,582,640,caught,503,1
1304062,15,3,520,489,caught,320,1
1304062,15,5,519,489,lbw,,1
1304062,16,2,482,483,run out,271,1
1304062,17,5,578,347,bowled,,1
1304062,3,2,271,482,caught,518,2
1304062,14,4,567,490,caught,260,2
